DEPARTAMEN;DISTRITO;ZONA;DIRECCION;CODIGO_UE;UNIDAD_EDU
COCHABAMBA;SAN BENITO (C. VILLA JOSE QUINTIN MENDOZA);;HUASA KJOCHI;60850028;HUASA KJOCHI
COCHABAMBA;SAN BENITO (C. VILLA JOSE QUINTIN MENDOZA);RUMI RUMI;RUMI RUMI A 2 KM. DE PUNATA PLAZA PRINCIPAL LADO NORTE VIA ALEMANIA FINAL ANTES DE LLEGAR AL RIO PAR;60850024;RUMI RUMI
COCHABAMBA;SAN BENITO (C. VILLA JOSE QUINTIN MENDOZA);VILLA MODERNA;VILLA MODERNA;60850029;VILLA MODERNA
COCHABAMBA;SAN BENITO (C. VILLA JOSE QUINTIN MENDOZA);LOBO RANCHO;CMD. LOBO RANCHO;60850030;LUIS ESPINAL
COCHABAMBA;VILA VILA/ ALALAY;MUYURINA;MUYURINA;60860001;CARLOS CANELAS CANELAS
COCHABAMBA;VILA VILA/ ALALAY;PAJCHA ALTO;COMUNIDAD PAJCHA ALTO;60860004;PAJCHA ALTA
COCHABAMBA;POCONA;ARDILA;ARDILA;60870001;FELIX MUÑOZ VERDUGUEZ
COCHABAMBA;POCONA;CH'ALLA GRANDE;CHALLA GRANDE;60870003;CH'ALLA GRANDE
COCHABAMBA;POCONA;CHAQILI;CHAQILI;60870004;JUAN JOSE TORREZ
COCHABAMBA;POCONA;CHILLIKCHI;CHILLIKCHI;60870005;LADISLAO CABRERA DE CHILLIKCHI
COCHABAMBA;POCONA;CHIMBOATA;CHIMBOATA;60870006;DANIEL SANCHEZ BUSTAMANTE
COCHABAMBA;POCONA;CHIWCHI ARRIBA;CHIWCHI ARRIBA;60870007;PEDRO DOMINGO MURILLO
COCHABAMBA;POCONA;CHULLCHUNGANI;CHULLCHUNGANI;60870008;VICTOR PAZ ESTENSSORO
COCHABAMBA;POCONA;CONDA ARRIBA;CONDA ARRIBA;60870009;PASCUAL NOGALES
COCHABAMBA;POCONA;CONDA BAJA;CONDA BAJA;60870010;ISMAEL MONTES
COCHABAMBA;POCONA;ESCALANTE;ESCALANTE;60870011;LITORAL
COCHABAMBA;POCONA;INKALLAQTA;INKALLAQTA;60870012;GUALBERTO VILLARROEL
COCHABAMBA;POCONA;TABLON;JULPE;60870013;JULPE
COCHABAMBA;POCONA;KANAPATA;KANAPATA;60870014;8 DE AGOSTO
COCHABAMBA;POCONA;QIWIÑAPAMPA;QIWIÑAPAMPA;60870015;ELIZARDO PEREZ
COCHABAMBA;POCONA;KUKAPATA;KUKAPATA;60870017;23 DE MARZO
COCHABAMBA;POCONA;LAIMIÑA;COMUNIDAD RURAL SEMIDISPERZA LAIMIÑA;60870018;JULIO GUARDIA SANDOVAL DE LAIMIÑA
COCHABAMBA;POCONA;LARI MARKA;SINDICATO AGRARIO LARIMARKA;60870019;INOCENCIO MARIN
COCHABAMBA;POCONA;LOPE MENDOZA ALTO;LOPE MENDOZA ALTO;60870020;6 DE AGOSTO
COCHABAMBA;POCONA;MACHAQMARKA;MACHAQMARKA;60870021;SIMON BOLIVAR
COCHABAMBA;POCONA;MAMAHUASI BAJO;MAMAHUASI BAJO;60870022;MAMAHUASI BAJO
COCHABAMBA;POCONA;MAMAHUASI ALTO;MAMAHUASI ALTO;60870023;FRANZ TAMAYO
COCHABAMBA;POCONA;MISKAMAYU;MISKAMAYU;60870024;3 DE AGOSTO
COCHABAMBA;POCONA;MISQUI YACO;MISKI YACU;60870025;17 DE AGOSTO
COCHABAMBA;POCONA;MUNTI PUNKU A;MUNTI PUNKU A;60870027;ANGEL ESCOBAR
COCHABAMBA;POCONA;MUNTI PUNKU B;MUNTI PUNKU B;60870028;6 DE JUNIO
COCHABAMBA;POCONA;PHUYUHUASI;PHUYUHUASI;60870030;2 DE AGOSTO
COCHABAMBA;POCONA;PILANCHO;PILANCHO;60870042;GUILLERMO ROJAS
COCHABAMBA;POCONA;PIZORGA;PIZORGA;60870031;MANUELA GANDARILLAS
COCHABAMBA;POCONA;POCONA;POCONA;608,700,326,087,005;23 DE MAYO,SAN FRANCISCO DE ASIS
COCHABAMBA;POCONA;QHUPI;QHUPI;60870033;GABRIEL SANCHEZ HERBAS
COCHABAMBA;POCONA;PILAPATA;SAUCI PILAPATA;608,700,346,087,005;27 DE MAYO,POCONA
COCHABAMBA;POCONA;TIPA TIPA;TIPA TIPA;60870035;21 DE MAYO
COCHABAMBA;POCONA;TRANCA;TRANCA;60870037;MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;POCONA;TUNAS PLAYA;TUNAS PLAYA;60870038;MARCELO MONTAÑO
COCHABAMBA;POCONA;WAYAPACHA;WAYAPACHA;608,700,396,087,005;RENE BARRIENTOS ORTUÑO,DON ESTEBAN ARCE
COCHABAMBA;POCONA;;WAYLLAPAMPA;60870040;7 DE JULIO DE WAYLLAPAMPA
COCHABAMBA;POCONA;YURAC MOLINO;YURAC MOLINO;60870041;1RO. DE MAYO
COCHABAMBA;POCONA;QAQA WASI;QAQA WASI;60870048;ANTONIO JOSE DE SUCRE
COCHABAMBA;POCONA;KHIRUSILLANI;KHIRUSILLANI;60870049;MANUEL ASCENCIO VILLARROEL
COCHABAMBA;VILLA TUNARI;SINDICATO 10 DE AGOSTO;SINDICATO 10 DE AGOSTO;60890001;10 DE AGOSTO
COCHABAMBA;VILLA TUNARI;KM 18;KM 18 ALTO SAN FRANCISCO;60890003;ALTO SAN FRANCISCO
COCHABAMBA;VILLA TUNARI;COLONIA LITORAL;UNIDAD EDUCATIVA ANTOFAGASTA  A   SINDICATO LITORAL;60890092;ANTOFAGASTA A
COCHABAMBA;VILLA TUNARI;AVISPAS;AVISPAS;60890004;AVISPAS
COCHABAMBA;VILLA TUNARI;BUENA VISTA;BUENA VISTA;60890005;BUENA VISTA
COCHABAMBA;VILLA TUNARI;CAPIHUARA;CAPIHUARA;60890006;CAPIHUARA
COCHABAMBA;VILLA TUNARI;CHOCOLATAL;CHOCOLATAL;60890008;CHOCOLATAL
COCHABAMBA;VILLA TUNARI;SAMUZABETY;SAMUZABETY;60890009;SAMUZABETY
COCHABAMBA;VILLA TUNARI;CRISTAL MAYU;CRISTAL MAYU;60890015;CRISTAL MAYU
COCHABAMBA;VILLA TUNARI;ESTEBAN ARZE;ESTEBAN ARZE;60890016;ESTEBAN ARZE
COCHABAMBA;VILLA TUNARI;PARQUE NOEL KEMPF;ETERAZAMA;608,900,946,089,021;ETERAZAMA A,ETERAZAMA
COCHABAMBA;VILLA TUNARI;VILLA FLORIDA;SINDICATO VILLA FLORIDA;60890017;MONTENEGRO
COCHABAMBA;VILLA TUNARI;KM. 24;GUALBERTO VILLARROEL;60890018;GUALBERTO VILLARROEL
COCHABAMBA;VILLA TUNARI;GUADALUPE;GUADALUPE;60890019;GUADALUPE
COCHABAMBA;VILLA TUNARI;COLONIA;INDEPENDENCIA;60890020;INDEPENDENCIA
COCHABAMBA;VILLA TUNARI;SIND. ISMAEL MONTES;SIND. ISMAEL MONTES;60890021;ISMAEL MONTES
COCHABAMBA;VILLA TUNARI;COLONIA ISINUTA;ISINUTA;608,900,226,089,015,000,000,000;PROF. ELIZARDO PEREZ MAÑANA,PROF. ELIZARDO PEREZ TARDE,GRAL. JUAN JOSE TORREZ GONZALES
COCHABAMBA;VILLA TUNARI;ITIRAPAMPA;ITIRAPAMPA;60890023;ITIRAPAMPA
COCHABAMBA;TIRAQUE;IVIRIZU;IVIRIZU;60890024;IVIRIZU
COCHABAMBA;VILLA TUNARI;JATUN PAMPA;JATUM PAMPA;60890025;JATUM PAMPA
COCHABAMBA;VILLA TUNARI;LOCOTAL;KM. 90 CARRETYERA NUEVA COCHABAMBA SANTA CRUZ;60890026;LOCOTAL
COCHABAMBA;VILLA TUNARI;LOS TIGRES;LOS TIGRES;60890027;LOS TIGRES
COCHABAMBA;VILLA TUNARI;MARCELO QUIROGA SANTA CRUZ;MARCELO QUIROGA SANTA CRUZ;60890028;MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;VILLA TUNARI;MARISCAL BAJO;MARISCAL SUCRE BAJO;60890029;MCAL. SUCRE BAJO
COCHABAMBA;VILLA TUNARI;MATAMOJO;MATAMOJO;60890030;MATAMOJO
COCHABAMBA;VILLA TUNARI;MAXIMILIANO;MAXIMILIANO PAREDES;60890031;MAXIMILIANO PAREDES
COCHABAMBA;VILLA TUNARI;PARACTITO;PARACTITO;60890032;ELENA DE CARDENAS
COCHABAMBA;VILLA TUNARI;MIRAFLORES;MIRAFLORES;60890033;MIRAFLORES
COCHABAMBA;VILLA TUNARI;MUYURINA;MUYURINA;60890034;MUYURINA
COCHABAMBA;VILLA TUNARI;NARANJITOS;NARANJITOS;60890035;NARANJITOS A
COCHABAMBA;VILLA TUNARI;PUERTO ZUDAÑEZ;SINDICATO PUERTO ZUDAÑEZ;60890036;PUERTO ZUDAÑEZ
COCHABAMBA;VILLA TUNARI;COLONIA NORTE POTOSI;NORTE POTOSI;60890037;NORTE POTOSI
COCHABAMBA;VILLA TUNARI;COLONIA NUEVA AROMA;NUEVA AROMA;60890038;NUEVA AROMA
COCHABAMBA;VILLA TUNARI;GALILEA;NUEVA GALILEA;60890039;GALILEA
COCHABAMBA;VILLA TUNARI;COLONIA ORINOCA;SINDICATO NUEVA AROMA;60890040;ORINOCA
COCHABAMBA;VILLA TUNARI;PADRESAMA;PADRESAMA;60890041;PADRESAMA
COCHABAMBA;VILLA TUNARI;PALMAR;PALMAR;60890042;PALMAR
COCHABAMBA;VILLA TUNARI;PARACTY;PARACTY;60,890,098,608,901;PARACTY B,PARACTY A
COCHABAMBA;VILLA TUNARI;PARAISO;PARAISO;60890043;PARAISO A
COCHABAMBA;VILLA TUNARI;COLONIA PATIÑO NORTE;PATIÑO NORTE;60890044;PATIÑO NORTE
COCHABAMBA;VILLA TUNARI;PEDRO DOMINGO MURILLO;SINDICATO PEDRO DOMINGO MURILLO;60890045;PEDRO DOMINGO MURILLO
COCHABAMBA;VILLA TUNARI;1RO. DE MAYO;1RO. DE MAYO;60890101;1RO. DE MAYO A
COCHABAMBA;VILLA TUNARI;PTO. SAN FRANCISCO;PUERTO SAN FRANCISCO;60890046;PUERTO SAN FRANCISCO
COCHABAMBA;VILLA TUNARI;PUERTO TRINITARIO;SINDICATO PUERTO TRINITARIO;60890047;PUERTO TRINITARIO
COCHABAMBA;VILLA TUNARI;VILLA 14 DE SEPTIEMBRE;CMD. SAN CARLOS;60890048;SAN CARLOS
COCHABAMBA;VILLA TUNARI;COLONIA;AV. INTEGRACION ICOYA;60890049;SAN JUAN DE ICOYA
COCHABAMBA;VILLA TUNARI;SAN MATEO;SAN MATEO BAJO;60890050;SAN MATEO BAJO
COCHABAMBA;VILLA TUNARI;SAN PEDRO;CMD. SAN PEDRO;60890106;SAN PEDRO A
COCHABAMBA;VILLA TUNARI;SAN RAFAEL;SAN RAFAEL;60890051;SAN RAFAEL A
COCHABAMBA;VILLA TUNARI;SANTA ELENA;SANTA ELENA;60890052;SANTA ELENA
COCHABAMBA;VILLA TUNARI;SANTA ISABEL;SANTA ISABEL;60890053;SANTA ISABEL
COCHABAMBA;VILLA TUNARI;SANTA ROSA;SANTA ROSA;60890054;LITORAL C
COCHABAMBA;VILLA TUNARI;SENDA BAHER;SENDA BAHER;60890055;SENDA BAHER
COCHABAMBA;VILLA TUNARI;SIMON BOLIVAR KM. 5;SIMON BOLIVAR;60890056;SIMON BOLIVAR
COCHABAMBA;VILLA TUNARI;COLONIA FLORIDA;SINDICATO AGRARIO FLORIDA;60890058;FLORIDA
COCHABAMBA;VILLA TUNARI;COLONIA ICHOA;AV. INTEGRACION ICHOA;60890062;ICHOA
COCHABAMBA;VILLA TUNARI;CINCO ESQUINAS;CINCO ESQUINAS;60890063;SANTIVAÑEZ
COCHABAMBA;VILLA TUNARI;KM 16 DE VILLA 14;SINDICATO LITORAL;60890108;LITORAL A
COCHABAMBA;VILLA TUNARI;MARISCAL SUCRE ALTO;SINDICATO MARISCAL SUCRE ALTO;60890064;MCAL. SUCRE ALTO
COCHABAMBA;VILLA TUNARI;MIGUELITO;SINDICATO MIGUELITO;60890065;MIGUELITO
COCHABAMBA;VILLA TUNARI;SINDICATO MONTE SINAI;SINDICATO MONTE SINAI;60890066;MONTE SINAI
COCHABAMBA;VILLA TUNARI;NUEVA AMERICA' B';SINDICATO NUEVA AMERICA;60890122;NUEVA AMERICA B
COCHABAMBA;VILLA TUNARI;COLONIA PUERTO PATIÑO;SINDICATO PUERTO PATIÑO;60890068;PUERTO PATIÑO
COCHABAMBA;VILLA TUNARI;VILLA SAN GABRIEL;SINDICATO SAN GABRIEL;60890070;SAN GABRIEL
COCHABAMBA;VILLA TUNARI;SAN JOSE;SAN JOSE;60890071;SAN JOSE
COCHABAMBA;VILLA TUNARI;SINDICATO SAN JULIAN;SINDICATO SAN JULIAN;60890072;SAN JULIAN
COCHABAMBA;VILLA TUNARI;SAN MIGUEL;SINDICATO SAN MIGUEL;60890074;SAN MIGUEL
COCHABAMBA;VILLA TUNARI;SAN SALVADOR;SIND. SAN SALVADOR;60890075;SAN SALVADOR
COCHABAMBA;VILLA TUNARI;SINDICATO SENDA NUEVA;SINDICATO SENDA NUEVA;60890076;SENDA NUEVA
COCHABAMBA;VILLA TUNARI;COLONIA TOTORA;SINDICATO TOTORA;60890077;TOTORA
COCHABAMBA;VILLA TUNARI;ASUNCION;SINDICATO VILLA ASUNCION;60890079;VILLA ASUNCION
COCHABAMBA;VILLA TUNARI;COLONIA ALASKA;SINDICATO ALASKA;60890080;ALASKA
COCHABAMBA;VILLA TUNARI;COLONIA MOLETO;SINDICATO MOLETO;608,900,816,089,013;MOLETO,SAN ANTONIO DE MOLETO
COCHABAMBA;VILLA TUNARI;COLONIA URCUPIÑA;SINDICATO VILLA URCUPIÑA;60890082;URCUPIÑA
COCHABAMBA;VILLA TUNARI;SIND. TACOPAYA;NUEVA TACOPAYA;60890083;NUEVA TACOPAYA
COCHABAMBA;VILLA TUNARI;SINDICATO TACUARAL;TACUARAL;60890084;TACUARAL
COCHABAMBA;VILLA TUNARI;TOCOPILLA;CMD. TOCOPILLA VILLA 14 DE SEPTIEMBRE;60890085;TOCOPILLA
COCHABAMBA;VILLA TUNARI;SINDICATO VALLE ALTO;SINDICATO VALLE ALTO;60890086;VALLE ALTO
COCHABAMBA;VILLA TUNARI;VILLA 14 DE SEPTIEMBRE;VILLA 14 DE SEPTIEMBRE KM. 11;608,900,876,089,017;VILLA 14 DE SEPTIEMBRE,PAULO FREIRE
COCHABAMBA;VILLA TUNARI;VILLA BOLIVAR;VILLA BOLIVAR;60890111;VILLA BOLIVAR A
COCHABAMBA;VILLA TUNARI;VILLA PORVENIR;SINDICATO VILLA PORVENIR;60890089;PORVENIR
COCHABAMBA;VILLA TUNARI;VILLA ROSARIO;VILLA ROSARIO;60890090;VILLA ROSARIO
COCHABAMBA;VILLA TUNARI;VILLA TUNARI;VILLA TUNARI;608,901,136,089,011;MARIA DEL ROSARIO,SAN ANTONIO
COCHABAMBA;VILLA TUNARI;LA ESTRELLA KM. 24;LA ESTRELLA;60890097;LA ESTRELLA A
COCHABAMBA;VILLA TUNARI;VILLA TUNARI;Av.HANS GRETEL ENTRE C/CAP.USTARIZ Y C/SIMÓN BOLIVAR;608,901,126,089,017;FRANCISCO VIGNAUD,CHAPARE
COCHABAMBA;VILLA TUNARI;VILLA BOLIVAR;VILLA BOLIVAR;60890110;VILLA BOLIVAR B
COCHABAMBA;VILLA TUNARI;SAN CRISTOBAL;SAN CRISTOBAL;60890103;SAN CRISTOBAL B
COCHABAMBA;VILLA TUNARI;SANTA FE;SINDICATO SANTA FE;60890105;SANTA FE
COCHABAMBA;VILLA TUNARI;CHIPIRIRI;SINDICATO CHIPIRIRI;60,890,007,608,902;CHIPIRIRI,PADRE CONSTANTE LUCHSICH
COCHABAMBA;VILLA TUNARI;KM. 21;SAN FRANCISCO KM 21;60890078;SAN FRANCISCO
COCHABAMBA;VILLA TUNARI;SIND. UNCIA;SIND. UNCIA;60890117;UNCIA
COCHABAMBA;VILLA TUNARI;NARANJITOS;SENDA NARANJITOS;60890115;NARANJITOS B
COCHABAMBA;VILLA TUNARI;SINDICATO SAN RAFAEL;SINDICATO SAN RAFAEL;60890116;SAN RAFAEL B
COCHABAMBA;VILLA TUNARI;SAN PEDRO;SIND. 20 DE AGOSTO;60890123;20 DE AGOSTO
COCHABAMBA;VILLA TUNARI;VUELTADERO;VILLA VUELTADERO;60890125;VILLA VUELTADERO
COCHABAMBA;VILLA TUNARI;CAPINOTA;CAPINOTA;60890126;CAPINOTA
COCHABAMBA;VILLA TUNARI;SINDICATO 12 DE MAYO;SINDICATO 12 DE MAYO;60890121;12 DE MAYO
COCHABAMBA;VILLA TUNARI;ORILLA DE RIO;URIYUTA;60890130;SAN JOSE DE BUBUZAMA
COCHABAMBA;VILLA TUNARI;SAN PEDRO;SINDICATO SAN PEDRO;60890061;SAN PEDRO B
COCHABAMBA;VILLA TUNARI;ANTOFAGASTA;ANTOFAGASTA;60890093;ANTOFAGASTA B
COCHABAMBA;VILLA TUNARI;SIND. SAN LORENZO;SAN LORENZO;60890104;SAN LORENZO B
COCHABAMBA;VILLA TUNARI;COLONIA LITORAL;COLONIA LITORAL;60890109;LITORAL B
COCHABAMBA;VILLA TUNARI;LA ESTRELLA;LA ESTRELLA;60890118;LA ESTRELLA B
COCHABAMBA;VILLA TUNARI;COLONIA SAN CRISTOBAL;COLONIA SAN CRISTOBAL;60890102;SAN CRISTOBAL A
COCHABAMBA;VILLA TUNARI;COLONIA 1RO. DE MAYO;COLONIA 1RO. DE MAYO;60890100;1RO. DE MAYO B
COCHABAMBA;VILLA TUNARI;2 DE JUNIO;CMD. 2 DE JUNIO;60890133;2 DE JUNIO
COCHABAMBA;VILLA TUNARI;COMUNIDAD FATIMA;;60890134;FATIMA
COCHABAMBA;VILLA TUNARI;CARMEN PAMPA;COMUNIDAD CARMEN PAMPA;60890135;SOBERANIA
COCHABAMBA;VILLA TUNARI;CARMEN DE LA NUEVA ESPERANZA;CARMEN DE LA NUEVA ESPERANZA;60890136;CARMEN DE LA NUEVA ESPERANZA
COCHABAMBA;VILLA TUNARI;SANTO DOMINGO;SANTO DOMINGO;60890137;SANTO DOMINGO
COCHABAMBA;VILLA TUNARI;ISIBORO;CMD. LIMO ZONA ISIBORO;60890138;LIMO
COCHABAMBA;VILLA TUNARI;FLOR DE SAN PEDRO;SINDICATO FLOR DE SAN PEDRO;60890107;SAN PEDRO C
COCHABAMBA;VILLA TUNARI;NARANJITAS SECTOR 2;CALLE 14M S/N ZONA DE NARANJITAS SECTOR 2;60890095;BOLIVIA VENEZUELA
COCHABAMBA;VILLA TUNARI;COLONIA NUEVA AMERICA;COLONIA NUEVA AMERICA;60890067;NUEVA AMERICA A
COCHABAMBA;VILLA TUNARI;VILLA SAN JOSE;VILLA SAN JOSE;60890143;VILLA SAN JOSE
COCHABAMBA;VILLA TUNARI;COLONIA SANANDITA;COLONIA SANANDITA;60890144;SANANDITA
COCHABAMBA;VILLA TUNARI;SANTA ANITA;SIND. SANTA ANA;60890145;SANTA ANITA
COCHABAMBA;VILLA TUNARI;SAN JOSE DE LA ANGOSTA;TIPNIS - CONISUR;60890146;SAN JOSE DE LA ANGOSTA
COCHABAMBA;VILLA TUNARI;22 DE OCTUBRE.;22 DE OCTUBRE.;60890149;22 DE OCTUBRE
COCHABAMBA;VILLA TUNARI;SECEJSAMA;VILLA BOLIVAR;60890150;SECEJSAMA TIPNIS
COCHABAMBA;VILLA TUNARI;VILLA PARAISO;VILLA PARAISO;60890153;VILLA PARAISO
COCHABAMBA;VILLA TUNARI;VILLA 14 DE SEPTIEMBRE;VILLA 14 DE SEPTIEMBRE;60890155;14 DE SEPTIEMBRE
COCHABAMBA;VILLA TUNARI;KM. 29;SIND. GENERAL ROMAN;60890156;VILLA GRAL. ROMAN
COCHABAMBA;VILLA TUNARI;VILLA FATIMA;SINDICATO VILLA FATIMA;60890157;VILLA FATIMA
COCHABAMBA;VILLA TUNARI;COLONIA SAN SILVESTRE;SAN SILVESTRE;60890158;SAN SILVESTRE
COCHABAMBA;VILLA TUNARI;PARAISO B;SINDICATO PARAISO B;60890160;PARAISO B
COCHABAMBA;VILLA TUNARI;SINDICATO 4 DE SEPTIEMBRE;4 DE SEPTIEMBRE;60890162;4 DE SEPTIEMBRE
COCHABAMBA;VILLA TUNARI;SINDICATO SAN JUAN DE ICOYA;COMUNIDAD PUERTO PANCHO;60890163;PUERTO PANCHO
COCHABAMBA;VILLA TUNARI;MINERA LLALLAGUA;MINERA LLALLAGUA;60890164;MINERA LLALLAGUA
COCHABAMBA;VILLA TUNARI;MURILLO;SINDICATO PEDRO DOMINGO MURILLO;60890165;MURILLO
COCHABAMBA;VILLA TUNARI;26 DE AGOSTO;LOCALIDAD 26 DE AGOSTO;60890166;26 DE AGOSTO
COCHABAMBA;VILLA TUNARI;PUERTO TODOS SANTOS;CENTRAL TODOS SANTOS;60890167;CENTRAL TODOS SANTOS
COCHABAMBA;VILLA TUNARI;CUARTA NORTE GALILEA;VILLA NUEVA;60890168;VILLA NUEVA
COCHABAMBA;VILLA TUNARI;INGAVI;COMUNIDAD INGAVI;60890169;INGAVI
COCHABAMBA;VILLA TUNARI;URIYUTA;"COMUNIDAD INDÌGENA YURACARE ""SAN JUAN DE URIYUTA""";60890170;SAN JUAN DE URIYUTA
COCHABAMBA;VILLA TUNARI;SANANDITA;SAN JUAN DEL ISIBORO;60890175;SAN JUAN DEL ISIBORO
COCHABAMBA;VILLA TUNARI;VILLA BOLIVAR;SINDICATO PUEBLO ISIBORO;60890176;ISIBORO
COCHABAMBA;VILLA TUNARI;PARACTY;BOLIVAR;60890178;27 DE MAYO
COCHABAMBA;VILLA TUNARI;SINDICATO CAMPO VIA;CAMPO VIA;60890179;CAMPO VIA
COCHABAMBA;VILLA TUNARI;"SINDICATO NORTE POTOSI ""B""";"NORTE POTOSI ""B""";60890180;NORTE B
COCHABAMBA;VILLA TUNARI;SINDICATO VALLE ALTO;SINDICATO VALLE  NUEVO;60890181;VALLE ALTO B
COCHABAMBA;VILLA TUNARI;SINDICATO VILLA GENERAL ROMAN;GENERAL ROMAN;60890182;24 DE JUNIO
COCHABAMBA;VILLA TUNARI;SINDICATO NORTE POTOSI;SINDICATO NORTE POTOSI CENTRAL NUEVO CHAPARE;60890184;SANTIVAÑEZ B
COCHABAMBA;VILLA TUNARI;SINDICATO PUERTO ZUDAÑEZ;PUERTO ZUDAÑEZ;60890185;PUERTO LIBERACION
COCHABAMBA;VILLA TUNARI;SINDICATO SAN RAFAEL;SIND. SAN RAFAEL;60890186;SAN SILVESTRE B
COCHABAMBA;VILLA TUNARI;UNCIA;SINDICATO UNCIA;60890187;UNCIA B
COCHABAMBA;VILLA TUNARI;NUEVA AROMA;CALLE SAN PEDRO;60890189;SAN PEDRO
COCHABAMBA;VILLA TUNARI;SINDICATO VILLA FATIMA;CARAHOTA;60890190;CARAHOTA
COCHABAMBA;VILLA TUNARI;SINDICATO PUKA MAYU;SINDICATO PUKA MAYU;60890191;SIMON RODRIGUEZ
COCHABAMBA;VILLA TUNARI;SINDICATO VILLA JORKA;SINDICATO VILLA JORKA;60890192;TISUM PAMPA
COCHABAMBA;VILLA TUNARI;SAN JOSE;COMUNIDAD SAN JOSE;60890193;ALTO SAN JOSE
COCHABAMBA;VILLA TUNARI;SINDICATO SAN JULIAN;SAN JULIAN;60890194;VILLA SAN JULIAN
COCHABAMBA;VILLA TUNARI;COMUNIDAD INDIGENA NUEVA ESPERANZA;COMUNIDAD LIMONCITO;60890195;SANTA ELENA DE LOS YURACARES
COCHABAMBA;VILLA TUNARI;SAN JOSE DE BUBUSAMA;LAS COCAS;60890196;LAS COCAS
COCHABAMBA;VILLA TUNARI;PEÑAS BLANCAS;PARQUE ISIBORO SECURE - PEÑAS BLANCAS;60890198;PEÑAS BLANCAS
COCHABAMBA;VILLA TUNARI;NUEVA ALIANZA;SINDICATO NUEBVA ALIANZA;60890199;NUEVA ALIANZA
COCHABAMBA;VILLA TUNARI;MINERA LLALLAGUA B;PARQUE ISIBORO SECURE - MINERA LLALLAGUA B;60890200;MINERA LLALLAGUA B
COCHABAMBA;VILLA TUNARI;SAN JUAN DE ICOYA;SAN JUAN DE ICOYA;60890201;UNION SECURE
COCHABAMBA;VILLA TUNARI;SINDICATO MARAVILLAS GRANDE;;60890203;FRANZ TAMAYO
COCHABAMBA;VILLA TUNARI;MAICA MONTE;MAICA MONTE;60890205;DESIDERIO SANCHEZ HINOJOSA
COCHABAMBA;VILLA TUNARI;BANDA AZUL;BANDA AZUL  - JUNTAS CORANI;60890206;NUEVO AMANECER
COCHABAMBA;VILLA TUNARI;;VILLA ASUNCION;60890208;VILLA ASUNCION DEL ISIBORO
COCHABAMBA;VILLA TUNARI;;VILLA LORETO;60890209;VILLA LORETO
COCHABAMBA;VILLA TUNARI;NUEVA COTOCA;BARRANQUILLA;60890210;13 DE FEBRERO
COCHABAMBA;VILLA TUNARI;;SAMUZABETY;60890211;SAMUZABETY B
COCHABAMBA;TIQUIPAYA;HUARIPUCARA;HUARIPUCARA;60900001;HUARIPUCARA
COCHABAMBA;TIQUIPAYA;MONTECILLO;MONTECILLO;60900002;MONTECILLOS
COCHABAMBA;TIQUIPAYA;CHACHACOMANI;CHACHACOMANI;60900003;CHACHACOMANI
COCHABAMBA;TIQUIPAYA;CHAPISIRCA;CHAPISIRCA;60900004;CHAPISIRCA
COCHABAMBA;TIQUIPAYA;CIUDAD DEL NIÑO;CALLE PORVENIR S/N;60900005;LIBERTAD
COCHABAMBA;TIQUIPAYA;JATUN PUJRU;JATUN PUJRU;60900006;JATUN PUJRU
COCHABAMBA;TIQUIPAYA;OESTE COLLPAPAMPA;COLLPAPAMPA A 10 CUADRAS DE LA PARADA;60900041;LA FLORESTA
COCHABAMBA;TIQUIPAYA;CORRAL PAMPA;CORRAL PAMPA;60900042;CORRAL PAMPA
COCHABAMBA;TIQUIPAYA;CRUZANI;CRUZANI;60900010;CRUZANI
COCHABAMBA;TIQUIPAYA;TITIRI;TITIRI;60900011;TITIRI
COCHABAMBA;TIQUIPAYA;LAPHIA;LAPHIA;60900012;LAPHIA
COCHABAMBA;TIQUIPAYA;LINKUPATA;LINKUPATA;60900013;LINKUPATA
COCHABAMBA;TIQUIPAYA;MOLINOS;MOLINOS FINAL CHILIMARCA;60900014;MOLINOS
COCHABAMBA;TIQUIPAYA;MONTE HUAYCO;MONTE HUAYCO;60900015;MONTE HUAYCO
COCHABAMBA;TIQUIPAYA;SAUCE ESQUINA;AV. ECOLOGICA - SAUCE ESQUINA CALLE MONSEÑOR  JOSE COGNATA;60900016;DIVINO NIÑO
COCHABAMBA;TIQUIPAYA;RUMI CORRAL;SIND. RUMI CORRAL;60900017;RUMI CORRAL
COCHABAMBA;TIQUIPAYA;TORRE TORRE;TORRE TORRE;60900018;TORRE TORRE
COCHABAMBA;TIQUIPAYA;TORRENI;TORRENI;60900019;TORRENI
COCHABAMBA;TIQUIPAYA;TOTORA;TOTORA;60900020;TOTORA
COCHABAMBA;TIQUIPAYA;TROJES;AV. ECOLOGICA SUBIDA A CHILIMARCA;609,000,076,090,002;TORIBIO CLAURE,MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;TIQUIPAYA;CHILLIMARCA;AV. BRASIL 700 VILLA SATELITE;609,000,226,090,006;JESUS MAESTRO,JESUS MAESTRO B
COCHABAMBA;TIQUIPAYA;CUATRO ESQUINAS;CUATRO ESQUINAS;60900023;CUATRO ESQUINAS
